Bellingham,"Bellingham, WA",,WA,US,-122.4786854,48.7519112,4/22/17,thousands,2000,2000,2000,general protestors,March for Science,1,march; rally,0,0,0,0,1,http://www.bellinghamherald.com/news/local/article146223339.html,
Spokane,"Spokane, WA",Riverfront Park; marched downtown,WA,US,-122.6862804,48.2198208,4/22/17,hundreds,200,200,200,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.kxly.com/news/local-news/spokane/hundreds-march-for-science-in-spokane-1/459108054,
Huntington,"Huntington, WV",,WV,US,-89.4012302,43.0730517,4/22/17,,,0,,general protestors,March for Science,0,,0,0,0,0,1,http://www.wvgazettemail.com/news-politics/20170422/hundreds-turn-out-for-science-marches-in-morgantown-huntington,
Morgantown,"Morgantown, WV",West Virginia University’s Woodburn Hal,WV,US,-87.9064736,43.0389025,4/22/17,about 500,500,500,500,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.wvgazettemail.com/news-politics/20170422/hundreds-turn-out-for-science-marches-in-morgantown-huntington,
Madison,"Madison, WI",James Madison Park to Library Mall,WI,US,-88.019826,44.519159,4/22/17,na,4000,4500,5000,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.channel3000.com/news/thousands-participate-in-madison-march-for-science/459100188,
Milwaukee,"Milwaukee, WI",Red Arrow Park,WI,US,-82.445154,38.4192496,4/22/17,hundreds; about 2000,200,1100,2000,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.wisn.com/article/hundreds-march-for-science-in-milwaukee/9545838,http://www.channel3000.com/news/thousands-participate-in-madison-march-for-science/459100188
Green Bay,"Green Bay, WI","City Deck, march along Fox River",WI,US,-88.4153847,44.2619309,4/22/17,nearly 450,450,450,450,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.greenbaypressgazette.com/story/news/2017/04/22/hundreds-turn-out-march-science-green-bay/100697728/,
Appleton,"Appleton, WI","Lawrence Memorial Chapel, march to corner of College Avenue and Appleton Street",WI,US,-79.9558968,39.629526,4/22/17,over 400,400,400,400,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://fox11online.com/news/local/fox-cities/demonstrators-walk-for-science-in-appleton,
Marshfield,"Marshfield, WI",march from Everett Roehl Marshfield Public Library to Oak Avenue Community Center,WI,US,-90.1717987,44.6688524,4/22/17,na,425,425,425,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.wsaw.com/content/news/Marchers-around-the-world-join-science-rallies-420155683.html,
Eau Claire,"Eau Claire, WI",March from UW - Eau Claire Campus to Phoenix Park,WI,US,-91.2395807,43.8013556,4/22/17,nearly 350,350,350,350,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.weau.com/content/news/Hundreds-march-for-science-in-Eau-Claire-420164983.html,
La Crosse,"La Crosse, WI",Weigent Park,WI,US,-88.5426136,44.0247062,4/22/17,over 250,250,250,250,general protestors,March for Science,0,rally,0,0,0,0,1,http://lacrossetribune.com/news/local/march-for-science-makes-a-statement-on-earth-day/article_7791d9b9-c146-5eb5-b08b-5108dc00aaf6.html,
Oshkosh,"Oshkosh, WI",,WI,US,-110.7624282,43.4799291,4/22/17,,,0,,general protestors,March for Science,0,,,,,,1,http://www.greenbaypressgazette.com/story/news/2017/04/22/hundreds-turn-out-march-science-green-bay/100697728/,
Laramie,"Laramie, WY",the corner of Ninth Street and Ivinson Avenue and headed downtown,WY,US,-109.0565308,44.5263422,4/22/17,several hundred,300,300,300,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.laramieboomerang.com/news/hundreds-participate-in-wyoming-s-march-for-science/article_38f5e866-27bd-11e7-bf81-e3b8e643c6e0.html,
Yellowstone National Park,"Yellowstone, WY",Old Faithful,WY,US,-105.5911007,41.3113669,4/22/17,,,0,,general protestors,March for Science,0,,,,,,1,http://www.kbzk.com/story/35218472/march-for-science-held-in-yellowstone,
Cody,"Cody, WY",Cody City Park,WY,US,-110.588455,44.427963,4/22/17,,175,175,175,general protestors,March for Science,0,,,,,,1,numbers posted to Wyoming Rising,
Pinedale,"Pinedale, WY",,WY,US,-91.4984941,44.811349,4/22/17,dozens,24,24,24,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://www.rocketminer.com/news/march-for-science/article_fd5889a3-f696-5488-bfb6-7dbf8da9163a.html,
Jackson Hole,"Jackson Hole, WY",from the Home Ranch visitor center to Town Square,WY,US,-109.8633501,42.8678809,4/22/17,hundreds,200,200,200,general protestors,March for Science,0,march; rally,0,0,0,0,1,http://planetjh.com/2017/04/23/celebrating-science-saying-its-real/,
